,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
0,251,Brandon Knight,DET,28,25,4,21,18.5,7.3,2.4,6.7,35.3,1.8,5.2,34.4,0.8,1.4,58.8,0.2,1.5,1.6,2.8,1.5,0.4,0.1,1.6,13.5,0,0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,252,Kris Dunn,CHI,26,51,19,32,24.9,7.3,3.0,6.7,44.4,0.6,2.2,25.9,0.8,1.1,74.1,0.5,3.2,3.6,3.4,1.3,2.0,0.3,3.1,22.4,0,0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2,253,Emmanuel Mudiay,UTA,24,48,32,16,15.7,7.3,2.8,6.0,47.1,0.6,1.6,35.5,1.1,1.4,75.4,0.4,2.0,2.4,2.2,1.4,0.4,0.2,1.3,14.0,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,254,Delon Wright,DAL,28,65,39,26,21.7,7.3,2.8,5.9,47.0,0.7,1.8,38.5,1.1,1.4,78.9,1.0,3.0,4.0,3.4,1.0,1.2,0.3,1.3,20.6,1,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
4,255,Willie Cauley-Stein,DAL,26,54,16,38,20.3,7.2,3.2,5.6,57.9,0.0,0.0,0.0,0.7,1.2,60.6,1.6,4.3,5.8,1.3,0.7,0.9,1.1,2.2,21.5,3,0,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,256,Rondae Hollis-Jefferson,TOR,25,52,36,16,19.2,7.2,2.7,5.7,47.1,0.0,0.3,11.8,1.8,2.5,73.6,2.0,2.9,4.9,1.7,0.9,0.8,0.4,2.0,18.5,2,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
6,257,Michael Carter-Williams,ORL,28,42,19,23,18.4,7.2,2.5,5.8,43.4,0.5,1.6,29.4,1.7,2.1,82.8,1.0,2.3,3.3,2.4,1.1,1.1,0.5,1.9,18.3,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
7,258,Mason Plumlee,DEN,30,53,35,18,17.0,7.2,2.9,4.7,61.7,0.0,0.1,0.0,1.4,2.6,53.6,1.7,3.6,5.3,2.4,1.4,0.5,0.6,2.4,19.2,2,0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,259,P.J. Tucker,HOU,35,64,40,24,34.4,7.1,2.5,5.8,43.3,1.5,4.0,37.0,0.6,0.7,84.1,1.6,5.3,6.9,1.6,1.0,1.1,0.5,3.3,21.4,6,0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
9,259,Rajon Rondo,LAL,34,48,37,11,20.5,7.1,2.9,6.8,41.8,0.9,2.6,32.8,0.6,0.9,65.9,0.5,2.5,3.0,5.0,1.9,0.8,0.0,1.2,18.9,2,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
