,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
0,51,T.J. Warren,IND,26,61,38,23,32.5,18.7,7.5,14.2,52.9,1.1,3.0,37.5,2.5,3.0,81.2,1.0,3.0,4.0,1.4,1.3,1.1,0.4,2.8,29.1,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,Kelly Oubre Jr.,PHX,24,56,22,34,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,1.2,5.3,6.4,1.5,1.5,1.3,0.7,3.4,33.2,9,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53,Lou Williams,LAC,33,60,41,19,29.3,18.7,6.1,14.7,41.6,1.8,4.9,36.3,4.6,5.4,86.3,0.5,2.6,3.1,5.7,2.9,0.7,0.2,1.3,30.6,2,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
3,54,Montrezl Harrell,LAC,26,63,44,19,27.8,18.6,7.5,12.9,58.0,0.0,0.3,0.0,3.7,5.6,65.8,2.6,4.5,7.1,1.7,1.7,0.6,1.1,2.3,33.2,12,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,55,Domantas Sabonis,IND,24,62,37,25,34.8,18.5,7.4,13.7,54.0,0.3,1.1,25.4,3.5,4.8,72.3,3.0,9.4,12.4,5.0,2.7,0.8,0.5,3.1,41.9,50,4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
5,56,Devonte' Graham,CHA,25,63,23,40,35.1,18.2,5.8,15.3,38.2,3.5,9.3,37.3,3.0,3.7,82.0,0.7,2.7,3.4,7.5,2.9,1.0,0.2,1.8,34.2,17,0,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
6,57,Derrick Rose,DET,31,50,17,33,26.0,18.1,7.4,15.1,49.0,0.9,2.9,30.6,2.4,2.8,87.1,0.5,1.9,2.4,5.6,2.5,0.8,0.3,1.0,30.2,4,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
7,58,Terry Rozier,CHA,26,63,21,42,34.4,18.0,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3.0,87.4,0.8,3.6,4.4,4.1,2.2,1.0,0.2,2.0,30.6,2,0,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
8,59,Caris LeVert,BKN,25,39,18,21,29.0,17.7,6.5,15.6,41.4,1.8,4.8,38.1,3.0,4.1,72.0,1.0,3.1,4.1,4.1,2.5,1.1,0.2,1.8,30.2,1,1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
9,60,Andre Drummond,CLE,26,57,21,36,33.0,17.7,7.3,13.8,53.3,0.1,0.6,14.3,3.0,5.2,57.5,4.4,10.8,15.2,2.7,3.6,1.9,1.6,3.5,47.0,47,0,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
10,61,Chris Paul,OKC,35,63,40,23,31.8,17.7,6.3,12.8,48.9,1.6,4.4,36.2,3.6,4.0,90.0,0.3,4.6,4.9,6.8,2.2,1.6,0.1,2.2,36.7,10,0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
11,62,Ja Morant,MEM,20,59,31,28,30.0,17.6,6.7,13.6,49.1,0.9,2.4,36.7,3.5,4.5,77.0,0.7,2.8,3.5,6.9,3.2,0.9,0.3,1.5,32.5,11,1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
12,63,Kevin Love,CLE,31,56,16,40,31.8,17.6,5.8,13.0,45.0,2.6,7.0,37.4,3.3,3.9,85.4,1.0,8.8,9.8,3.2,2.5,0.6,0.3,1.6,34.4,23,0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
